group,text,label
vignette:39,i am experiencing i cannot move my legs since this morning,EMERGENCY_ESCALATE
vignette:74,my wound from surgery is opening and leaking fluid,TRIAGE_SYMPTOMS
vignette:74,i have my wound from surgery is opening and leaking fluid,TRIAGE_SYMPTOMS
vignette:74,"doctor, my wound from surgery is opening and leaking fluid",TRIAGE_SYMPTOMS
vignette:74,my wound from surgery is opening and leaking fluid. what should i do,TRIAGE_SYMPTOMS
vignette:74,my wound from surgery is opening and leaking fluid. please advise,TRIAGE_SYMPTOMS
vignette:74,"hi, my wound from surgery is opening and leaking fluid and i am worried",TRIAGE_SYMPTOMS
vignette:74,hello doctor my wound from surgery is opening and leaking fluid,TRIAGE_SYMPTOMS
vignette:74,i am experiencing my wound from surgery is opening and leaking fluid,TRIAGE_SYMPTOMS
vignette:62,unable to keep any food down after chemotherapy,TRIAGE_SYMPTOMS
vignette:62,i have unable to keep any food down after chemotherapy,TRIAGE_SYMPTOMS
vignette:62,"doctor, unable to keep any food down after chemotherapy",TRIAGE_SYMPTOMS
vignette:62,unable to keep any food down after chemotherapy. what should i do,TRIAGE_SYMPTOMS
vignette:62,unable to keep any food down after chemotherapy. please advise,TRIAGE_SYMPTOMS
vignette:62,"hi, unable to keep any food down after chemotherapy and i am worried",TRIAGE_SYMPTOMS
vignette:62,hello doctor unable to keep any food down after chemotherapy,TRIAGE_SYMPTOMS
vignette:62,i am experiencing unable to keep any food down after chemotherapy,TRIAGE_SYMPTOMS
vignette:117,heel pain when i walk in the morning for three weeks,TRIAGE_SYMPTOMS
vignette:117,i have heel pain when i walk in the morning for three weeks,TRIAGE_SYMPTOMS
vignette:117,"doctor, heel pain when i walk in the morning for three weeks",TRIAGE_SYMPTOMS
vignette:117,heel pain when i walk in the morning for three weeks. what should i do,TRIAGE_SYMPTOMS
vignette:117,heel pain when i walk in the morning for three weeks. please advise,TRIAGE_SYMPTOMS
vignette:117,"hi, heel pain when i walk in the morning for three weeks and i am worried",TRIAGE_SYMPTOMS
vignette:117,hello doctor heel pain when i walk in the morning for three weeks,TRIAGE_SYMPTOMS
vignette:117,i am experiencing heel pain when i walk in the morning for three weeks,TRIAGE_SYMPTOMS
vignette:78,i am 66 and had a brief episode where i could not speak,TRIAGE_SYMPTOMS
vignette:78,i have i am 66 and had a brief episode where i could not speak,TRIAGE_SYMPTOMS
vignette:78,"doctor, i am 66 and had a brief episode where i could not speak",TRIAGE_SYMPTOMS
vignette:78,i am 66 and had a brief episode where i could not speak. what should i do,TRIAGE_SYMPTOMS
vignette:78,i am 66 and had a brief episode where i could not speak. please advise,TRIAGE_SYMPTOMS
vignette:78,"hi, i am 66 and had a brief episode where i could not speak and i am worried",TRIAGE_SYMPTOMS
vignette:78,hello doctor i am 66 and had a brief episode where i could not speak,TRIAGE_SYMPTOMS
vignette:78,i am experiencing i am 66 and had a brief episode where i could not speak,TRIAGE_SYMPTOMS
vignette:63,sudden severe back pain and i cannot pass urine properly,TRIAGE_SYMPTOMS
vignette:63,i have sudden severe back pain and i cannot pass urine properly,TRIAGE_SYMPTOMS
vignette:63,"doctor, sudden severe back pain and i cannot pass urine properly",TRIAGE_SYMPTOMS
vignette:63,sudden severe back pain and i cannot pass urine properly. what should i do,TRIAGE_SYMPTOMS
vignette:63,sudden severe back pain and i cannot pass urine properly. please advise,TRIAGE_SYMPTOMS
vignette:63,"hi, sudden severe back pain and i cannot pass urine properly and i am worried",TRIAGE_SYMPTOMS
vignette:63,hello doctor sudden severe back pain and i cannot pass urine properly,TRIAGE_SYMPTOMS
vignette:63,i am experiencing sudden severe back pain and i cannot pass urine properly,TRIAGE_SYMPTOMS
vignette:120,slight fever and a bit of tiredness since this morning,TRIAGE_SYMPTOMS
vignette:120,i have slight fever and a bit of tiredness since this morning,TRIAGE_SYMPTOMS
vignette:120,"doctor, slight fever and a bit of tiredness since this morning",TRIAGE_SYMPTOMS
vignette:120,slight fever and a bit of tiredness since this morning. what should i do,TRIAGE_SYMPTOMS
vignette:120,slight fever and a bit of tiredness since this morning. please advise,TRIAGE_SYMPTOMS
vignette:120,"hi, slight fever and a bit of tiredness since this morning and i am worried",TRIAGE_SYMPTOMS
vignette:120,hello doctor slight fever and a bit of tiredness since this morning,TRIAGE_SYMPTOMS
vignette:120,i am experiencing slight fever and a bit of tiredness since this morning,TRIAGE_SYMPTOMS
vignette:152,mild jaw ache after chewing gum today,TRIAGE_SYMPTOMS
vignette:152,i have mild jaw ache after chewing gum today,TRIAGE_SYMPTOMS
vignette:152,"doctor, mild jaw ache after chewing gum today",TRIAGE_SYMPTOMS
vignette:152,mild jaw ache after chewing gum today. what should i do,TRIAGE_SYMPTOMS
vignette:152,mild jaw ache after chewing gum today. please advise,TRIAGE_SYMPTOMS
vignette:152,"hi, mild jaw ache after chewing gum today and i am worried",TRIAGE_SYMPTOMS
vignette:152,hello doctor mild jaw ache after chewing gum today,TRIAGE_SYMPTOMS
vignette:152,i am experiencing mild jaw ache after chewing gum today,TRIAGE_SYMPTOMS
vignette:138,mild soreness in my shoulder after gym today,TRIAGE_SYMPTOMS
vignette:138,i have mild soreness in my shoulder after gym today,TRIAGE_SYMPTOMS
vignette:138,"doctor, mild soreness in my shoulder after gym today",TRIAGE_SYMPTOMS
vignette:138,mild soreness in my shoulder after gym today. what should i do,TRIAGE_SYMPTOMS
vignette:138,mild soreness in my shoulder after gym today. please advise,TRIAGE_SYMPTOMS
vignette:138,"hi, mild soreness in my shoulder after gym today and i am worried",TRIAGE_SYMPTOMS
vignette:138,hello doctor mild soreness in my shoulder after gym today,TRIAGE_SYMPTOMS
vignette:138,i am experiencing mild soreness in my shoulder after gym today,TRIAGE_SYMPTOMS
vignette:151,small red patch where my watch strap rubs,TRIAGE_SYMPTOMS
vignette:151,i have small red patch where my watch strap rubs,TRIAGE_SYMPTOMS
vignette:151,"doctor, small red patch where my watch strap rubs",TRIAGE_SYMPTOMS
vignette:151,small red patch where my watch strap rubs. what should i do,TRIAGE_SYMPTOMS
vignette:151,small red patch where my watch strap rubs. please advise,TRIAGE_SYMPTOMS
vignette:151,"hi, small red patch where my watch strap rubs and i am worried",TRIAGE_SYMPTOMS
vignette:151,hello doctor small red patch where my watch strap rubs,TRIAGE_SYMPTOMS
vignette:151,i am experiencing small red patch where my watch strap rubs,TRIAGE_SYMPTOMS
vignette:104,constipation for eight days with bloating,TRIAGE_SYMPTOMS
vignette:104,i have constipation for eight days with bloating,TRIAGE_SYMPTOMS
vignette:104,"doctor, constipation for eight days with bloating",TRIAGE_SYMPTOMS
vignette:104,constipation for eight days with bloating. what should i do,TRIAGE_SYMPTOMS
vignette:104,constipation for eight days with bloating. please advise,TRIAGE_SYMPTOMS
vignette:104,"hi, constipation for eight days with bloating and i am worried",TRIAGE_SYMPTOMS
vignette:104,hello doctor constipation for eight days with bloating,TRIAGE_SYMPTOMS
vignette:104,i am experiencing constipation for eight days with bloating,TRIAGE_SYMPTOMS
vignette:110,white patches in my mouth for two weeks,TRIAGE_SYMPTOMS
vignette:110,i have white patches in my mouth for two weeks,TRIAGE_SYMPTOMS
vignette:110,"doctor, white patches in my mouth for two weeks",TRIAGE_SYMPTOMS
vignette:110,white patches in my mouth for two weeks. what should i do,TRIAGE_SYMPTOMS
vignette:110,white patches in my mouth for two weeks. please advise,TRIAGE_SYMPTOMS
vignette:110,"hi, white patches in my mouth for two weeks and i am worried",TRIAGE_SYMPTOMS
vignette:110,hello doctor white patches in my mouth for two weeks,TRIAGE_SYMPTOMS
vignette:110,i am experiencing white patches in my mouth for two weeks,TRIAGE_SYMPTOMS
vignette:136,one bruise on my knee after bumping a table,TRIAGE_SYMPTOMS
vignette:136,i have one bruise on my knee after bumping a table,TRIAGE_SYMPTOMS
vignette:136,"doctor, one bruise on my knee after bumping a table",TRIAGE_SYMPTOMS
vignette:136,one bruise on my knee after bumping a table. what should i do,TRIAGE_SYMPTOMS
vignette:136,one bruise on my knee after bumping a table. please advise,TRIAGE_SYMPTOMS
vignette:136,"hi, one bruise on my knee after bumping a table and i am worried",TRIAGE_SYMPTOMS
vignette:136,hello doctor one bruise on my knee after bumping a table,TRIAGE_SYMPTOMS
vignette:136,i am experiencing one bruise on my knee after bumping a table,TRIAGE_SYMPTOMS
vignette:40,"increased wheezing and shortness of breath, i am asthmatic",TRIAGE_SYMPTOMS
vignette:40,"i have increased wheezing and shortness of breath, i am asthmatic",TRIAGE_SYMPTOMS
vignette:40,"doctor, increased wheezing and shortness of breath, i am asthmatic",TRIAGE_SYMPTOMS
vignette:40,"increased wheezing and shortness of breath, i am asthmatic. what should i do",TRIAGE_SYMPTOMS
vignette:40,"increased wheezing and shortness of breath, i am asthmatic. please advise",TRIAGE_SYMPTOMS
vignette:40,"hi, increased wheezing and shortness of breath, i am asthmatic and i am worried",TRIAGE_SYMPTOMS
vignette:40,"hello doctor increased wheezing and shortness of breath, i am asthmatic",TRIAGE_SYMPTOMS
vignette:40,"i am experiencing increased wheezing and shortness of breath, i am asthmatic",TRIAGE_SYMPTOMS
vignette:82,"cold, fever and headache for seven days",TRIAGE_SYMPTOMS
vignette:82,"i have cold, fever and headache for seven days",TRIAGE_SYMPTOMS
vignette:82,"doctor, cold, fever and headache for seven days",TRIAGE_SYMPTOMS
vignette:82,"cold, fever and headache for seven days. what should i do",TRIAGE_SYMPTOMS
vignette:82,"cold, fever and headache for seven days. please advise",TRIAGE_SYMPTOMS
vignette:82,"hi, cold, fever and headache for seven days and i am worried",TRIAGE_SYMPTOMS
vignette:82,"hello doctor cold, fever and headache for seven days",TRIAGE_SYMPTOMS
vignette:82,"i am experiencing cold, fever and headache for seven days",TRIAGE_SYMPTOMS
vignette:87,itchy rash on both arms spreading slowly over a week,TRIAGE_SYMPTOMS
vignette:87,i have itchy rash on both arms spreading slowly over a week,TRIAGE_SYMPTOMS
vignette:87,"doctor, itchy rash on both arms spreading slowly over a week",TRIAGE_SYMPTOMS
vignette:87,itchy rash on both arms spreading slowly over a week. what should i do,TRIAGE_SYMPTOMS
vignette:87,itchy rash on both arms spreading slowly over a week. please advise,TRIAGE_SYMPTOMS
vignette:87,"hi, itchy rash on both arms spreading slowly over a week and i am worried",TRIAGE_SYMPTOMS
vignette:87,hello doctor itchy rash on both arms spreading slowly over a week,TRIAGE_SYMPTOMS
vignette:87,i am experiencing itchy rash on both arms spreading slowly over a week,TRIAGE_SYMPTOMS
vignette:148,slight sneezing and itchy nose this morning only,TRIAGE_SYMPTOMS
vignette:148,i have slight sneezing and itchy nose this morning only,TRIAGE_SYMPTOMS
vignette:148,"doctor, slight sneezing and itchy nose this morning only",TRIAGE_SYMPTOMS
vignette:148,slight sneezing and itchy nose this morning only. what should i do,TRIAGE_SYMPTOMS
vignette:148,slight sneezing and itchy nose this morning only. please advise,TRIAGE_SYMPTOMS
vignette:148,"hi, slight sneezing and itchy nose this morning only and i am worried",TRIAGE_SYMPTOMS
vignette:148,hello doctor slight sneezing and itchy nose this morning only,TRIAGE_SYMPTOMS
vignette:148,i am experiencing slight sneezing and itchy nose this morning only,TRIAGE_SYMPTOMS
vignette:153,slight dizziness once when i stood up quickly today,TRIAGE_SYMPTOMS
vignette:153,i have slight dizziness once when i stood up quickly today,TRIAGE_SYMPTOMS
vignette:153,"doctor, slight dizziness once when i stood up quickly today",TRIAGE_SYMPTOMS
vignette:153,slight dizziness once when i stood up quickly today. what should i do,TRIAGE_SYMPTOMS
vignette:153,slight dizziness once when i stood up quickly today. please advise,TRIAGE_SYMPTOMS
vignette:153,"hi, slight dizziness once when i stood up quickly today and i am worried",TRIAGE_SYMPTOMS
vignette:153,hello doctor slight dizziness once when i stood up quickly today,TRIAGE_SYMPTOMS
vignette:153,i am experiencing slight dizziness once when i stood up quickly today,TRIAGE_SYMPTOMS
vignette:134,hiccups on and off this afternoon,TRIAGE_SYMPTOMS
vignette:134,i have hiccups on and off this afternoon,TRIAGE_SYMPTOMS
vignette:134,"doctor, hiccups on and off this afternoon",TRIAGE_SYMPTOMS
vignette:134,hiccups on and off this afternoon. what should i do,TRIAGE_SYMPTOMS
vignette:134,hiccups on and off this afternoon. please advise,TRIAGE_SYMPTOMS
vignette:134,"hi, hiccups on and off this afternoon and i am worried",TRIAGE_SYMPTOMS
vignette:134,hello doctor hiccups on and off this afternoon,TRIAGE_SYMPTOMS
vignette:134,i am experiencing hiccups on and off this afternoon,TRIAGE_SYMPTOMS
vignette:131,slight burning eyes after long screen time today,TRIAGE_SYMPTOMS
vignette:131,i have slight burning eyes after long screen time today,TRIAGE_SYMPTOMS
vignette:131,"doctor, slight burning eyes after long screen time today",TRIAGE_SYMPTOMS
vignette:131,slight burning eyes after long screen time today. what should i do,TRIAGE_SYMPTOMS
vignette:131,slight burning eyes after long screen time today. please advise,TRIAGE_SYMPTOMS
vignette:131,"hi, slight burning eyes after long screen time today and i am worried",TRIAGE_SYMPTOMS
vignette:131,hello doctor slight burning eyes after long screen time today,TRIAGE_SYMPTOMS
vignette:131,i am experiencing slight burning eyes after long screen time today,TRIAGE_SYMPTOMS
vignette:60,severe ear pain with discharge and fever,TRIAGE_SYMPTOMS
vignette:60,i have severe ear pain with discharge and fever,TRIAGE_SYMPTOMS
vignette:60,"doctor, severe ear pain with discharge and fever",TRIAGE_SYMPTOMS
vignette:60,severe ear pain with discharge and fever. what should i do,TRIAGE_SYMPTOMS
vignette:60,severe ear pain with discharge and fever. please advise,TRIAGE_SYMPTOMS
vignette:60,"hi, severe ear pain with discharge and fever and i am worried",TRIAGE_SYMPTOMS
